COUNTY,INDEXYEAR,LOCATION,POPULATION,TOTAL,RATE,PRSNTOTAL,PRSNRATE,MURDER,MANSLAUGHTER,FORCIBLE_SEX,ASSAULT,NON_FORCIBLE_SEX,KIDNAPPING_ABDUCTION,HUMAN_TRAFFICKING,VIOL_OF_NO_CONTACT,PRPRTYTOTAL,PRPRTYRATE,ARSON,BRIBERY,BURGLARY,COUNTERFEITING_FORGERY,DESTRUCTION_OF_PROPERTY,EXTORTION_BLACKMAIL,ROBBERY,THEFT,SCTYTOTAL,SCTYRATE,DRUG_VIOLATIONS,GAMBLING_VIOLATIONS,PORNOGRAPHY,PROSTITUTION,WEAPON_LAW_VIOLATION,ANIMAL_CRUELTY
LEWIS,2020,Chehalis Police Department,7550,844,111.79,205,27.15,0,1,14,131,1,0,0,58,592,78.41,2,0,47,20,83,0,6,434,47,6.23,46,0,1,0,0,0
LEWIS,2012,Lewis County Sheriffs Office,45285,1711,37.78,462,10.2,1,0,28,332,3,0,0,98,1097,24.22,3,0,303,8,274,0,1,508,152,3.36,128,0,5,0,19,0
LEWIS,2013,Lewis County Sheriffs Office,45890,1461,31.84,462,10.07,1,0,22,334,0,10,0,95,898,19.57,4,0,260,8,234,1,1,390,101,2.2,79,0,1,0,21,0
LEWIS,2014,Lewis County Sheriffs Office,45900,1388,30.24,410,8.93,1,0,39,284,2,9,0,75,877,19.11,6,0,261,5,227,2,4,372,101,2.2,82,0,4,0,15,0
LEWIS,2015,Lewis County Sheriffs Office,46090,1282,27.82,397,8.61,0,0,30,277,0,5,0,85,793,17.21,2,0,195,12,226,1,5,352,92,2,78,0,2,0,12,0
LEWIS,2016,Lewis County Sheriffs Office,46175,1389,30.08,416,9.01,0,0,26,267,5,3,0,115,823,17.82,3,0,183,13,248,0,1,375,150,3.25,118,0,10,0,22,0
LEWIS,2017,Lewis County Sheriffs Office,46520,1558,33.49,391,8.4,0,0,19,266,3,5,0,98,984,21.15,5,0,215,11,262,0,2,489,183,3.93,153,0,5,0,25,0
LEWIS,2018,Lewis County Sheriffs Office,47270,1595,33.74,447,9.46,2,1,32,301,5,3,0,103,975,20.63,2,0,219,9,274,1,4,466,173,3.66,145,0,3,0,25,0
LEWIS,2019,Lewis County Sheriffs Office,48185,1440,29.88,421,8.74,2,0,42,285,1,8,0,83,811,16.83,1,0,159,18,213,0,4,416,208,4.32,181,0,5,0,22,0
LEWIS,2020,Lewis County Sheriffs Office,48670,1264,25.97,429,8.81,2,2,25,274,1,4,0,121,656,13.48,2,0,138,13,164,0,5,334,179,3.68,153,0,10,0,16,0
LEWIS,2012,Morton Police Department,1125,41,36.44,16,14.22,0,0,0,11,0,0,0,5,19,16.89,0,0,1,2,4,0,0,12,6,5.33,4,0,0,1,1,0
LEWIS,2013,Morton Police Department,1120,51,45.54,9,8.04,0,0,1,7,1,0,0,0,34,30.36,0,0,9,0,7,0,0,18,8,7.14,7,0,0,0,1,0
LEWIS,2014,Morton Police Department,1120,72,64.29,17,15.18,0,0,1,14,0,0,0,2,54,48.21,0,0,7,2,17,0,0,28,1,0.89,1,0,0,0,0,0
LEWIS,2015,Morton Police Department,1125,74,65.78,30,26.67,0,0,0,19,1,0,0,10,37,32.89,0,0,9,0,15,0,0,13,7,6.22,6,0,0,0,1,0
LEWIS,2016,Morton Police Department,1120,69,61.61,24,21.43,0,0,0,21,0,1,0,2,38,33.93,0,0,5,0,13,0,0,20,7,6.25,7,0,0,0,0,0
LEWIS,2017,Morton Police Department,1120,46,41.07,20,17.86,0,0,4,12,0,0,0,4,22,19.64,0,0,2,0,5,0,1,14,4,3.57,1,0,1,0,2,0
LEWIS,2018,Morton Police Department,1125,38,33.78,16,14.22,0,0,0,15,1,0,0,0,20,17.78,0,0,2,1,6,0,0,11,2,1.78,2,0,0,0,0,0
LEWIS,2019,Morton Police Department,1125,12,10.67,4,3.56,0,0,0,3,0,0,0,1,5,4.44,0,0,0,0,1,0,0,4,3,2.67,3,0,0,0,0,0
LEWIS,2020,Morton Police Department,1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEWIS,2013,Mossyrock Police Department,755,10,13.25,2,2.65,0,0,0,2,0,0,0,0,8,10.6,0,0,2,0,3,0,0,3,0,0,0,0,0,0,0,0
LEWIS,2014,Mossyrock Police Department,765,28,36.6,5,6.54,0,0,0,2,0,0,0,3,22,28.76,0,0,12,0,3,0,0,7,1,1.31,0,0,0,1,0,0
LEWIS,2015,Mossyrock Police Department,750,21,2.8,8,10.67,0,0,0,7,0,0,0,1,13,17.33,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0
LEWIS,2016,Mossyrock Police Department,745,23,30.87,7,9.4,0,0,1,6,0,0,0,0,15,20.13,0,0,3,0,1,0,0,11,1,1.34,1,0,0,0,0,0
LEWIS,2017,Mossyrock Police Department,760,14,18.42,2,2.63,0,0,0,2,0,0,0,0,12,15.79,0,0,1,0,3,0,0,8,0,0,0,0,0,0,0,0
LEWIS,2018,Mossyrock Police Department,760,17,22.37,5,6.58,0,0,0,4,0,0,0,1,12,15.79,0,0,1,1,2,0,0,8,0,0,0,0,0,0,0,0
LEWIS,2019,Mossyrock Police Department,770,7,9.09,4,5.19,0,0,0,4,0,0,0,0,3,3.9,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
LEWIS,2020,Mossyrock Police Department,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEWIS,2012,Napavine Police Department,1790,35,19.55,11,6.15,0,0,1,9,1,0,0,0,22,12.29,0,0,4,0,3,0,0,15,2,1.12,2,0,0,0,0,0
LEWIS,2013,Napavine Police Department,1795,77,42.9,24,13.37,0,0,5,18,0,0,0,1,46,25.63,0,0,5,0,10,0,1,30,7,3.9,6,0,0,0,1,0
LEWIS,2014,Napavine Police Department,1815,90,49.59,30,16.53,0,0,1,20,0,0,0,9,55,30.3,0,0,4,2,14,0,0,35,5,2.75,4,0,0,0,1,0
LEWIS,2015,Napavine Police Department,1835,55,29.97,30,16.35,0,0,4,23,0,0,0,3,25,13.62,0,0,4,1,5,0,0,15,0,0,0,0,0,0,0,0
LEWIS,2016,Napavine Police Department,1870,37,19.79,12,6.42,0,0,0,12,0,0,0,0,22,11.76,0,0,2,2,7,0,0,11,3,1.6,2,0,0,0,1,0
LEWIS,2017,Napavine Police Department,1900,55,28.95,15,7.89,0,0,1,14,0,0,0,0,39,20.53,0,0,7,1,2,0,0,29,1,0.53,1,0,0,0,0,0
LEWIS,2018,Napavine Police Department,1940,69,35.57,18,9.28,0,0,1,17,0,0,0,0,48,24.74,0,0,2,1,6,0,0,39,3,1.55,2,0,0,0,1,0
LEWIS,2019,Napavine Police Department,1980,8,4.04,4,2.02,0,0,0,4,0,0,0,0,4,2.02,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0
LEWIS,2020,Napavine Police Department,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEWIS,2012,Pe Ell Police Department,635,3,4.72,0,0,0,0,0,0,0,0,0,0,2,3.15,0,0,0,0,0,0,0,2,1,1.57,1,0,0,0,0,0
LEWIS,2012,Toledo Police Department,725,43,59.31,9,12.41,0,0,1,8,0,0,0,0,31,42.76,0,0,2,1,13,0,0,15,3,4.14,3,0,0,0,0,0
LEWIS,2015,Toledo Police Department,725,27,37.24,7,9.66,0,0,0,6,0,0,0,1,17,23.45,0,0,3,0,5,0,0,9,3,4.14,3,0,0,0,0,0
LEWIS,2016,Toledo Police Department,720,36,50,10,13.89,0,0,2,5,1,0,0,2,22,30.56,0,0,0,2,10,0,0,10,4,5.56,4,0,0,0,0,0
LEWIS,2017,Toledo Police Department,720,27,37.5,6,8.33,0,0,0,4,0,0,0,2,16,22.22,0,0,2,0,1,0,1,12,5,6.94,5,0,0,0,0,0
LEWIS,2018,Toledo Police Department,720,17,23.61,6,8.33,0,0,0,6,0,0,0,0,10,13.89,0,0,3,0,2,0,0,5,1,1.39,1,0,0,0,0,0
LEWIS,2019,Toledo Police Department,720,26,36.11,8,11.11,0,0,1,7,0,0,0,0,18,25,0,0,2,0,2,0,0,14,0,0,0,0,0,0,0,0
LEWIS,2020,Toledo Police Department,660,14,21.21,4,6.06,0,0,1,2,0,0,0,1,10,15.15,0,0,3,0,4,0,0,3,0,0,0,0,0,0,0,0
LEWIS,2012,Vader Police Department,625,35,5.6,6,9.6,0,0,0,6,0,0,0,0,27,43.2,0,0,5,0,9,0,0,13,2,3.2,2,0,0,0,0,0
LEWIS,2012,Winlock Police Department,1340,96,71.64,26,19.4,0,0,4,17,0,0,0,5,62,46.27,0,0,15,0,16,0,0,31,8,5.97,8,0,0,0,0,0
LEWIS,2013,Winlock Police Department,1335,112,83.9,30,22.47,0,0,1,21,0,0,0,8,80,59.93,0,0,13,1,12,0,0,54,2,1.5,2,0,0,0,0,0
LEWIS,2014,Winlock Police Department,1335,93,69.66,17,12.73,0,0,1,15,0,0,0,1,74,55.43,0,0,7,2,15,0,0,50,2,1.5,2,0,0,0,0,0
LEWIS,2015,Winlock Police Department,1340,92,68.66,24,17.91,0,0,5,17,0,0,0,2,65,48.51,0,0,12,1,17,0,0,35,3,2.24,3,0,0,0,0,0
LEWIS,2016,Winlock Police Department,1340,66,49.25,14,10.45,0,0,1,12,0,0,0,1,48,35.82,0,0,3,1,14,0,1,29,4,2.99,4,0,0,0,0,0
LEWIS,2017,Winlock Police Department,1335,70,52.43,27,20.22,0,0,1,22,3,0,0,1,41,30.71,1,0,4,3,7,0,0,26,2,1.5,2,0,0,0,0,0
LEWIS,2018,Winlock Police Department,1340,45,33.58,8,5.97,0,0,3,5,0,0,0,0,32,23.88,0,0,4,1,4,0,0,23,5,3.73,5,0,0,0,0,0
LEWIS,2019,Winlock Police Department,1340,26,19.4,7,5.22,0,0,1,6,0,0,0,0,19,14.18,0,0,1,0,4,0,0,14,0,0,0,0,0,0,0,0
LEWIS,2020,Winlock Police Department,730,19,26.03,5,6.85,0,0,1,4,0,0,0,0,11,15.07,0,0,1,0,1,0,0,9,3,4.11,3,0,0,0,0,0
LINCOLN,2012,COUNTY TOTAL,10675,442,41.4,97,9.1,0,0,6,86,1,0,0,4,284,26.6,2,0,59,1,68,0,0,154,61,5.7,56,0,0,0,5,0
LINCOLN,2013,COUNTY TOTAL,10675,334,31.3,72,6.7,0,0,8,61,0,1,0,2,218,20.4,1,0,52,0,50,0,0,115,44,4.1,36,0,0,0,8,0
LINCOLN,2014,COUNTY TOTAL,10700,356,33.3,90,8.4,0,0,13,74,2,1,0,0,220,20.6,0,0,53,0,40,0,1,126,46,4.3,36,0,2,0,8,0
LINCOLN,2015,COUNTY TOTAL,10720,361,33.7,93,8.7,0,0,7,82,0,1,0,3,221,20.6,1,1,39,0,41,0,2,137,47,4.4,36,0,0,0,11,0
LINCOLN,2016,COUNTY TOTAL,10560,364,34.5,91,8.6,0,0,5,81,2,0,0,3,231,21.9,2,0,59,0,38,0,2,130,42,4,34,0,0,0,8,0
LINCOLN,2017,COUNTY TOTAL,10700,277,25.9,69,6.4,0,0,4,63,0,1,0,1,180,16.8,0,0,46,0,33,0,0,101,28,2.6,18,0,0,0,10,0
LINCOLN,2018,COUNTY TOTAL,9905,268,27.1,69,7,0,0,6,60,0,0,0,3,182,18.4,0,0,30,0,32,1,1,118,17,1.7,13,0,0,0,4,0
LINCOLN,2019,COUNTY TOTAL,10050,268,26.7,100,10,0,0,5,87,2,2,0,4,146,14.5,5,0,27,0,41,0,0,73,22,2.2,17,0,0,0,5,0
LINCOLN,2020,COUNTY TOTAL,10965,289,26.4,78,7.1,0,0,7,67,3,1,0,0,181,16.5,7,0,39,1,35,0,0,99,30,2.7,24,0,1,0,5,0
LINCOLN,2012,Lincoln County Sheriffs Office,8300,342,41.2,80,9.64,0,0,6,72,1,0,0,1,229,27.59,2,0,46,0,57,0,0,124,33,3.98,29,0,0,0,4,0
LINCOLN,2013,Lincoln County Sheriffs Office,8315,297,35.72,62,7.46,0,0,6,55,0,1,0,0,198,23.81,1,0,48,0,49,0,0,100,37,4.45,31,0,0,0,6,0
LINCOLN,2014,Lincoln County Sheriffs Office,8355,329,39.38,82,9.81,0,0,12,67,2,1,0,0,204,24.42,0,0,50,0,39,0,1,114,43,5.15,33,0,2,0,8,0
LINCOLN,2015,Lincoln County Sheriffs Office,8365,328,39.21,82,9.8,0,0,7,74,0,1,0,0,201,24.03,1,1,35,0,38,0,2,124,45,5.38,34,0,0,0,11,0
LINCOLN,2016,Lincoln County Sheriffs Office,8285,304,36.69,69,8.33,0,0,4,63,2,0,0,0,198,23.9,2,0,53,0,31,0,2,110,37,4.47,29,0,0,0,8,0
LINCOLN,2017,Lincoln County Sheriffs Office,9225,237,25.69,58,6.29,0,0,4,53,0,1,0,0,152,16.48,0,0,41,0,27,0,0,84,27,2.93,17,0,0,0,10,0
LINCOLN,2018,Lincoln County Sheriffs Office,9330,259,27.76,69,7.4,0,0,6,60,0,0,0,3,175,18.76,0,0,28,0,30,1,1,115,15,1.61,11,0,0,0,4,0
LINCOLN,2019,Lincoln County Sheriffs Office,9470,247,26.08,91,9.61,0,0,5,78,2,2,0,4,136,14.36,5,0,26,0,38,0,0,67,20,2.11,15,0,0,0,5,0
LINCOLN,2020,Lincoln County Sheriffs Office,1400,264,188.57,68,48.57,0,0,6,59,3,0,0,0,171,122.14,7,0,35,1,35,0,0,93,25,17.86,19,0,1,0,5,0
LINCOLN,2012,Odessa Police Department,915,50,54.64,9,9.84,0,0,0,8,0,0,0,1,37,40.44,0,0,10,1,10,0,0,16,4,4.37,4,0,0,0,0,0
LINCOLN,2013,Odessa Police Department,905,10,11.05,6,6.63,0,0,2,4,0,0,0,0,4,4.42,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
LINCOLN,2014,Odessa Police Department,900,2,2.22,1,1.11,0,0,0,1,0,0,0,0,1,1.11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LINCOLN,2015,Odessa Police Department,905,6,6.63,1,1.1,0,0,0,0,0,0,0,1,5,5.52,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
LINCOLN,2016,Odessa Police Department,900,31,34.44,13,14.44,0,0,0,11,0,0,0,2,17,18.89,0,0,1,0,4,0,0,12,1,1.11,1,0,0,0,0,0
LINCOLN,2017,Odessa Police Department,905,32,35.36,8,8.84,0,0,0,8,0,0,0,0,23,25.41,0,0,3,0,5,0,0,15,1,1.1,1,0,0,0,0,0
LINCOLN,2012,Reardan Police Department,575,36,62.61,3,5.22,0,0,0,1,0,0,0,2,10,17.39,0,0,2,0,1,0,0,7,23,4,22,0,0,0,1,0
LINCOLN,2013,Reardan Police Department,575,13,22.61,3,5.22,0,0,0,1,0,0,0,2,3,5.22,0,0,0,0,0,0,0,3,7,12.17,5,0,0,0,2,0
LINCOLN,2014,Reardan Police Department,570,12,21.05,2,3.51,0,0,0,2,0,0,0,0,7,12.28,0,0,1,0,0,0,0,6,3,5.26,3,0,0,0,0,0
LINCOLN,2015,Reardan Police Department,570,20,35.09,6,10.53,0,0,0,4,0,0,0,2,13,22.81,0,0,4,0,2,0,0,7,1,1.75,1,0,0,0,0,0
LINCOLN,2016,Reardan Police Department,575,14,24.35,5,8.7,0,0,0,4,0,0,0,1,5,8.7,0,0,1,0,3,0,0,1,4,6.96,4,0,0,0,0,0
LINCOLN,2017,Reardan Police Department,570,8,14.04,3,5.26,0,0,0,2,0,0,0,1,5,8.77,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0
LINCOLN,2018,Reardan Police Department,575,9,15.65,0,0,0,0,0,0,0,0,0,0,7,12.17,0,0,2,0,2,0,0,3,2,3.48,2,0,0,0,0,0
LINCOLN,2019,Reardan Police Department,580,21,36.21,9,15.52,0,0,0,9,0,0,0,0,10,17.24,0,0,1,0,3,0,0,6,2,3.45,2,0,0,0,0,0
LINCOLN,2020,Reardan Police Department,9565,25,2.61,10,1.05,0,0,1,8,0,1,0,0,10,1.05,0,0,4,0,0,0,0,6,5,0.52,5,0,0,0,0,0
LINCOLN,2012,Wilbur Police Department,885,14,15.82,5,5.65,0,0,0,5,0,0,0,0,8,9.04,0,0,1,0,0,0,0,7,1,1.13,1,0,0,0,0,0
LINCOLN,2013,Wilbur Police Department,880,14,15.91,1,1.14,0,0,0,1,0,0,0,0,13,14.77,0,0,3,0,1,0,0,9,0,0,0,0,0,0,0,0
LINCOLN,2014,Wilbur Police Department,875,13,14.86,5,5.71,0,0,1,4,0,0,0,0,8,9.14,0,0,2,0,1,0,0,5,0,0,0,0,0,0,0,0
LINCOLN,2015,Wilbur Police Department,880,7,7.95,4,4.55,0,0,0,4,0,0,0,0,2,2.27,0,0,0,0,1,0,0,1,1,1.14,1,0,0,0,0,0
LINCOLN,2016,Wilbur Police Department,800,15,18.75,4,5,0,0,1,3,0,0,0,0,11,13.75,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0
MASON,2012,COUNTY TOTAL,61450,4692,76.4,671,10.9,6,0,84,440,1,11,0,129,3574,58.2,12,0,909,64,584,0,22,1983,447,7.3,285,0,0,0,162,0
MASON,2013,COUNTY TOTAL,61800,3925,63.5,535,8.7,3,0,53,367,3,12,0,97,2993,48.4,3,0,692,53,628,0,21,1596,397,6.4,203,0,5,0,189,0
MASON,2014,COUNTY TOTAL,62000,3866,62.4,613,9.9,2,3,62,420,4,13,0,109,2871,46.3,9,0,677,47,484,0,20,1634,382,6.2,252,0,3,0,127,0
MASON,2015,COUNTY TOTAL,62200,3575,57.5,613,9.9,3,1,45,449,0,10,0,105,2562,41.2,11,0,568,33,389,0,20,1541,400,6.4,238,0,3,0,159,0
MASON,2016,COUNTY TOTAL,62320,3192,51.2,562,9,5,1,70,358,3,16,0,109,2248,36.1,4,0,420,57,334,1,14,1418,382,6.1,237,0,4,1,140,0
MASON,2017,COUNTY TOTAL,63190,3093,48.9,593,9.4,6,0,75,392,2,8,0,110,2217,35.1,2,0,589,43,342,0,15,1226,283,4.5,170,0,1,0,112,0
MASON,2018,COUNTY TOTAL,64020,3572,55.8,805,12.6,4,0,97,497,2,15,0,190,2315,36.2,8,0,484,76,334,0,16,1397,452,7.1,371,0,0,0,81,0
MASON,2019,COUNTY TOTAL,64980,3367,51.8,702,10.8,0,0,88,441,1,19,0,153,2241,34.5,4,1,413,49,319,1,17,1437,424,6.5,361,0,4,0,59,0
MASON,2020,COUNTY TOTAL,65650,3094,47.1,650,9.9,3,0,75,391,6,20,0,155,2116,32.2,5,0,390,29,343,2,17,1330,328,5,261,0,2,0,65,0
MASON,2012,Mason County Sheriffs Office,51580,2977,57.72,416,8.07,4,0,58,279,0,5,0,70,2299,44.57,6,0,725,29,334,0,11,1194,262,5.08,126,0,0,0,136,0
MASON,2013,Mason County Sheriffs Office,51825,2504,48.32,351,6.77,1,0,43,236,3,5,0,63,1898,36.62,1,0,548,25,417,0,8,899,255,4.92,82,0,5,0,168,0
MASON,2014,Mason County Sheriffs Office,52005,2432,46.76,431,8.29,2,3,38,297,4,8,0,79,1788,34.38,7,0,513,22,329,0,11,906,213,4.1,98,0,3,0,112,0
MASON,2015,Mason County Sheriffs Office,52130,2305,44.22,428,8.21,3,1,26,320,0,6,0,72,1638,31.42,10,0,476,20,236,0,9,887,239,4.58,82,0,3,0,154,0
MASON,2016,Mason County Sheriffs Office,52250,2111,40.4,385,7.37,5,0,48,240,0,12,0,80,1465,28.04,3,0,344,32,240,1,9,836,261,5,139,0,1,0,121,0
MASON,2017,Mason County Sheriffs Office,53070,2147,40.46,433,8.16,6,0,58,291,0,5,0,73,1514,28.53,2,0,492,19,239,0,7,755,200,3.77,97,0,0,0,103,0
MASON,2018,Mason County Sheriffs Office,53880,2133,39.59,544,10.1,4,0,67,324,0,11,0,138,1425,26.45,5,0,380,36,223,0,13,768,164,3.04,99,0,0,0,65,0
MASON,2019,Mason County Sheriffs Office,54760,2011,36.72,455,8.31,0,0,56,277,0,18,0,104,1362,24.87,2,1,337,23,183,1,11,804,194,3.54,145,0,2,0,47,0
MASON,2020,Mason County Sheriffs Office,55260,1926,34.85,415,7.51,2,0,52,247,3,16,0,95,1341,24.27,2,0,334,18,164,1,6,816,170,3.08,126,0,2,0,42,0
MASON,2012,Shelton Police Department,9870,1715,173.76,255,25.84,2,0,26,161,1,6,0,59,1275,129.18,6,0,184,35,250,0,11,789,185,18.74,159,0,0,0,26,0
MASON,2013,Shelton Police Department,9975,1421,142.46,184,18.45,2,0,10,131,0,7,0,34,1095,109.77,2,0,144,28,211,0,13,697,142,14.24,121,0,0,0,21,0
MASON,2014,Shelton Police Department,9995,1434,143.47,182,18.21,0,0,24,123,0,5,0,30,1083,108.35,2,0,164,25,155,0,9,728,169,16.91,154,0,0,0,15,0
MASON,2015,Shelton Police Department,10070,1270,126.12,185,18.37,0,0,19,129,0,4,0,33,924,91.76,1,0,92,13,153,0,11,654,161,15.99,156,0,0,0,5,0
MASON,2016,Shelton Police Department,10070,1081,107.35,177,17.58,0,1,22,118,3,4,0,29,783,77.76,1,0,76,25,94,0,5,582,121,12.02,98,0,3,1,19,0
MASON,2017,Shelton Police Department,10120,946,93.48,160,15.81,0,0,17,101,2,3,0,37,703,69.47,0,0,97,24,103,0,8,471,83,8.2,73,0,1,0,9,0
MASON,2018,Shelton Police Department,10140,1439,141.91,261,25.74,0,0,30,173,2,4,0,52,890,87.77,3,0,104,40,111,0,3,629,288,28.4,272,0,0,0,16,0
MASON,2019,Shelton Police Department,10220,1356,132.68,247,24.17,0,0,32,164,1,1,0,49,879,86.01,2,0,76,26,136,0,6,633,230,22.5,216,0,2,0,12,0
MASON,2020,Shelton Police Department,10390,1168,112.42,235,22.62,1,0,23,144,3,4,0,60,775,74.59,3,0,56,11,179,1,11,514,158,15.21,135,0,0,0,23,0
OKANOGAN,2012,Brewster Police Department,2355,82,34.82,24,10.19,0,0,2,21,0,0,0,1,48,20.38,0,0,12,0,15,0,0,21,10,4.25,8,0,0,0,2,0
OKANOGAN,2013,Brewster Police Department,2370,101,42.62,15,6.33,0,0,2,12,0,1,0,0,69,29.11,1,0,18,2,18,0,0,30,17,7.17,12,0,0,0,5,0
OKANOGAN,2014,Brewster Police Department,2380,167,70.17,17,7.14,0,0,1,16,0,0,0,0,135,56.72,0,0,92,3,13,0,0,27,15,6.3,13,0,0,0,2,0
OKANOGAN,2015,Brewster Police Department,2395,60,25.05,18,7.52,0,0,2,16,0,0,0,0,31,12.94,1,0,4,1,5,0,0,20,11,4.59,11,0,0,0,0,0
OKANOGAN,2016,Brewster Police Department,2395,82,34.24,22,9.19,0,0,2,19,0,1,0,0,42,17.54,0,0,9,0,11,0,1,21,18,7.52,16,0,0,0,2,0
OKANOGAN,2017,Brewster Police Department,2400,43,17.92,18,7.5,0,0,2,16,0,0,0,0,25,10.42,0,0,5,0,6,0,0,14,0,0,0,0,0,0,0,0
OKANOGAN,2018,Brewster Police Department,2405,49,20.37,11,4.57,0,0,0,11,0,0,0,0,35,14.55,0,0,5,0,11,0,0,19,3,1.25,2,0,0,0,1,0
OKANOGAN,2019,Brewster Police Department,2405,53,22.04,8,3.33,0,0,0,8,0,0,0,0,38,15.8,1,0,5,2,17,0,0,13,7,2.91,6,0,0,0,1,0
OKANOGAN,2020,Brewster Police Department,2420,32,13.22,9,3.72,0,0,0,9,0,0,0,0,23,9.5,0,0,3,0,7,0,0,13,0,0,0,0,0,0,0,0
OKANOGAN,2012,COUNTY TOTAL,41420,1782,43,466,11.3,0,0,13,438,2,0,0,13,1150,27.8,5,0,261,5,288,0,5,586,166,4,148,0,1,0,17,0
OKANOGAN,2013,COUNTY TOTAL,41567,1802,43.4,382,9.2,5,0,15,345,1,1,0,15,1291,31.1,4,0,281,16,275,0,9,706,129,3.1,92,0,0,0,37,0
OKANOGAN,2014,COUNTY TOTAL,41650,1667,40,324,7.8,1,0,12,292,2,2,0,15,1230,29.5,2,0,301,10,271,0,6,640,113,2.7,95,0,1,0,17,0
OKANOGAN,2015,COUNTY TOTAL,41800,1478,35.4,310,7.4,1,0,15,284,0,0,0,10,1053,25.2,2,0,246,2,213,0,3,587,115,2.8,103,0,1,0,11,0
OKANOGAN,2016,COUNTY TOTAL,41670,1285,30.8,330,7.9,0,0,11,308,1,2,0,8,831,19.9,4,0,189,4,164,0,10,460,124,3,110,0,0,0,14,0
OKANOGAN,2017,COUNTY TOTAL,42051,960,22.8,274,6.5,1,0,7,246,1,3,0,16,602,14.3,2,0,139,5,141,0,3,312,84,2,69,0,0,0,15,0
OKANOGAN,2018,COUNTY TOTAL,36385,651,17.9,183,5,1,0,3,166,0,0,0,13,389,10.7,0,0,91,6,77,0,0,215,79,2.2,69,0,0,1,9,0
OKANOGAN,2019,COUNTY TOTAL,37730,649,17.2,187,5,2,0,13,162,0,2,0,8,366,9.7,3,0,79,6,89,1,0,188,96,2.5,77,0,0,0,19,0
OKANOGAN,2020,COUNTY TOTAL,43070,1153,26.8,249,5.8,3,0,10,223,0,9,0,4,792,18.4,1,0,105,11,180,3,5,487,112,2.6,74,0,2,1,35,0
OKANOGAN,2012,Coulee Dam Police Department,1100,71,64.55,28,25.45,0,0,1,19,0,0,0,8,29,26.36,0,0,7,1,5,0,1,15,14,12.73,13,0,0,0,1,0
OKANOGAN,2013,Coulee Dam Police Department,1100,53,48.18,14,12.73,0,0,0,11,1,0,0,2,33,30,0,0,7,0,6,0,0,20,6,5.45,6,0,0,0,0,0
OKANOGAN,2014,Coulee Dam Police Department,1100,38,34.55,12,10.91,0,0,0,6,0,0,0,6,19,17.27,0,0,0,0,5,0,0,14,7,6.36,7,0,0,0,0,0
OKANOGAN,2015,Coulee Dam Police Department,1095,42,38.36,8,7.31,0,0,0,7,0,0,0,1,28,25.57,0,0,6,0,6,0,0,16,6,5.48,6,0,0,0,0,0
OKANOGAN,2016,Coulee Dam Police Department,1100,27,24.55,3,2.73,0,0,0,3,0,0,0,0,24,21.82,0,0,3,0,1,0,0,20,0,0,0,0,0,0,0,0
OKANOGAN,2017,Coulee Dam Police Department,1100,48,43.64,11,10,0,0,0,6,0,0,0,5,35,31.82,0,0,16,2,5,0,0,12,2,1.82,2,0,0,0,0,0
OKANOGAN,2018,Coulee Dam Police Department,1100,48,43.64,23,20.91,0,0,0,19,0,0,0,4,20,18.18,0,0,7,1,1,0,0,11,5,4.55,5,0,0,0,0,0
OKANOGAN,2019,Coulee Dam Police Department,1100,38,34.55,13,11.82,0,0,0,9,0,0,0,4,21,19.09,0,0,7,1,2,0,0,11,4,3.64,3,0,0,0,1,0
OKANOGAN,2020,Coulee Dam Police Department,1100,53,48.18,16,14.55,0,0,0,15,0,0,0,1,32,29.09,0,0,7,3,7,0,0,15,5,4.55,4,0,0,0,1,0
OKANOGAN,2012,Okanogan County Sheriffs Office,29060,906,31.18,255,8.77,0,0,7,246,0,0,0,2,570,19.61,3,0,169,2,117,0,3,276,81,2.79,70,0,1,0,10,0
OKANOGAN,2013,Okanogan County Sheriffs Office,29079,757,26.03,172,5.91,5,0,6,159,0,0,0,2,513,17.64,2,0,145,3,114,0,3,246,72,2.48,46,0,0,0,26,0
OKANOGAN,2014,Okanogan County Sheriffs Office,29140,675,23.16,156,5.35,1,0,7,145,1,1,0,1,463,15.89,2,0,107,1,125,0,4,224,56,1.92,44,0,1,0,11,0
OKANOGAN,2015,Okanogan County Sheriffs Office,29225,660,22.58,178,6.09,1,0,6,171,0,0,0,0,431,14.75,0,0,136,0,109,0,1,185,51,1.75,45,0,1,0,5,0
